got_pizza,karma,age,raop_age,pop_request,activity,total_posts,raop_posts,prev_raop_post,words,poor,student,grateful,score
1,473,32.0141898148,0.0195601851852,11,38,14,1,Posted Before,205,Poor not in post,No student,Grateful not in post,2
0,0,0,0,3,0,0,0,First Post,143,Poor not in post,No student,Grateful not in post,3
0,171,312.374270833,0,6,16,5,0,First Post,49,Poor not in post,No student,Grateful not in post,-2
0,4520,110.656643519,0,3,29,22,0,First Post,44,Poor not in post,No student,Grateful not in post,-1
1,6338,1313.77915509,97.1829398148,2,84,240,1,Posted Before,123,Poor not in post,No student,Grateful not in post,-5
0,12,44.2160300926,0,5,1,1,0,First Post,193,Poor not in post,No student,Grateful not in post,7
0,1,0,0,1,1,0,0,First Post,15,Poor not in post,No student,Grateful not in post,0
1,0,0,0,98,0,0,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
1,687,240.632060185,0,11,11,7,0,First Post,174,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,15,0,0,0,First Post,52,Poor not in post,No student,Grateful not in post,1
0,0,0,0,5,0,0,0,First Post,83,Poor not in post,No student,Grateful not in post,-2
0,37,238.771041667,0,2,6,2,0,First Post,23,Poor not in post,Student,Grateful not in post,4
0,128,410.810347222,0,2,22,5,0,First Post,107,Poor not in post,No student,Grateful not in post,0
0,988,37.0452314815,0,2,10,9,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,473,692.598159722,0,5,68,46,0,First Post,89,Poor not in post,No student,Grateful not in post,4
0,9657,538.981076389,0,14,38,347,0,First Post,92,Poor not in post,No student,Grateful not in post,5
0,1999,796.661539352,0,1,34,51,0,First Post,29,Poor not in post,No student,Grateful not in post,5
1,6996,181.138865741,0,11,38,97,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
1,197,89.8339930556,26.0803356481,3,10,13,0,First Post,57,Poor not in post,No student,Grateful not in post,4
1,178,12.9261111111,6.05304398148,6,6,5,0,First Post,70,Poor not in post,No student,Grateful not in post,2
1,1887,289.210706019,0,24,34,42,0,First Post,63,Poor in post,Student,Grateful not in post,2
1,1405,1352.82269676,0,5,66,80,0,First Post,73,Poor not in post,Student,Grateful not in post,6
0,4,180.517025463,0,3,1,1,0,First Post,135,Poor not in post,No student,Grateful not in post,3
0,0,0,0,18,0,0,0,First Post,63,Poor not in post,No student,Grateful not in post,8
0,862,581.930590278,0,45,46,111,0,First Post,503,Poor not in post,No student,Grateful not in post,19
0,11449,426.831643519,0,1,33,127,0,First Post,65,Poor in post,No student,Grateful not in post,10
0,2426,267.202534722,0,4,31,10,0,First Post,56,Poor not in post,No student,Grateful not in post,7
1,3783,146.392962963,0,13,46,69,0,First Post,104,Poor not in post,No student,Grateful in post,7
0,597,303.202083333,0,2,29,28,0,First Post,309,Poor not in post,No student,Grateful not in post,16
0,0,0,0,2,0,0,0,First Post,209,Poor not in post,No student,Grateful not in post,-8
0,0,0,0,15,0,0,0,First Post,26,Poor not in post,No student,Grateful not in post,2
0,4426,1304.9953588,0,5,49,22,0,First Post,36,Poor not in post,No student,Grateful not in post,1
0,145,149.090868056,17.1356597222,4,18,18,1,Posted Before,13,Poor not in post,No student,Grateful not in post,-6
0,3067,505.818831019,0,3,68,82,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,75,133.148668981,0,2,2,4,0,First Post,29,Poor not in post,No student,Grateful not in post,2
0,61,179.867858796,176.397523148,3,11,5,1,Posted Before,136,Poor not in post,No student,Grateful not in post,0
0,6609,271.307361111,0,1,34,33,0,First Post,30,Poor not in post,No student,Grateful not in post,3
0,154,297.545486111,297.545486111,5,4,2,0,First Post,52,Poor not in post,No student,Grateful not in post,1
1,3671,1464.59096065,114.09630787,8,46,7,0,First Post,155,Poor not in post,No student,Grateful not in post,9
0,4854,390.753576389,0,2,53,114,0,First Post,46,Poor in post,No student,Grateful not in post,-11
0,743,334.945266204,0,1,37,8,0,First Post,164,Poor not in post,No student,Grateful not in post,-4
0,2923,445.579803241,0,1,71,23,0,First Post,53,Poor not in post,No student,Grateful not in post,0
0,1908,244.798958333,0,3,32,126,0,First Post,33,Poor not in post,No student,Grateful not in post,-8
1,2414,139.90443287,35.8771990741,1,28,11,3,Posted Before,200,Poor not in post,No student,Grateful not in post,-1
0,255,135.755798611,0,11,10,5,0,First Post,69,Poor not in post,No student,Grateful not in post,-1
0,0,0,0,9,0,0,0,First Post,88,Poor not in post,No student,Grateful not in post,2
0,5416,210.976030093,0,9,17,29,0,First Post,43,Poor not in post,No student,Grateful not in post,2
0,108,791.098472222,0,7,12,10,0,First Post,63,Poor not in post,Student,Grateful not in post,-4
0,0,35.0317592593,0,2,1,1,0,First Post,136,Poor not in post,No student,Grateful not in post,2
1,2421,1728.71524306,0,11,36,13,0,First Post,40,Poor not in post,No student,Grateful in post,1
1,-39,148.012418981,0,80,2,2,0,First Post,140,Poor not in post,Student,Grateful not in post,2
1,0,0,0,5,0,0,0,First Post,112,Poor not in post,Student,Grateful not in post,-2
0,1676,589.037546296,0,3,26,75,0,First Post,81,Poor not in post,No student,Grateful not in post,4
1,862,288.602037037,85.5547106481,3,15,19,0,First Post,59,Poor not in post,Student,Grateful not in post,5
0,0,0,0,4,0,0,0,First Post,67,Poor not in post,No student,Grateful not in post,-8
1,5601,1012.85335648,0,4,93,242,0,First Post,104,Poor not in post,No student,Grateful not in post,-6
0,107,9.94233796296,0,4,15,9,0,First Post,56,Poor not in post,No student,Grateful not in post,1
0,14,5.2825462963,0,4,4,0,0,First Post,147,Poor not in post,No student,Grateful not in post,4
1,8,15.6407291667,0,3,3,1,0,First Post,280,Poor not in post,No student,Grateful not in post,-2
0,1223,128.002465278,0,6,36,13,0,First Post,54,Poor not in post,No student,Grateful not in post,0
0,163,214.847453704,0,3,15,2,0,First Post,57,Poor not in post,No student,Grateful not in post,0
0,1773,132.776111111,0.707488425926,7,26,10,0,First Post,56,Poor not in post,No student,Grateful not in post,-6
0,180,198.100092593,0,3,7,0,0,First Post,50,Poor not in post,No student,Grateful not in post,11
0,609,410.207303241,0,3,36,10,0,First Post,50,Poor not in post,No student,Grateful not in post,4
0,0,0,0,2,0,0,0,First Post,30,Poor in post,No student,Grateful not in post,-5
1,2185,696.28287037,0,4,75,89,0,First Post,155,Poor not in post,No student,Grateful not in post,-6
0,0,0,0,2,0,0,0,First Post,174,Poor not in post,No student,Grateful not in post,-2
0,205,186.161550926,0,3,20,26,0,First Post,38,Poor not in post,No student,Grateful not in post,3
0,1225,684.559548611,0,4,20,7,0,First Post,16,Poor not in post,No student,Grateful not in post,1
1,1283,201.83162037,36.9507638889,44,26,68,0,First Post,70,Poor not in post,No student,Grateful not in post,4
0,0,0,0,4,0,0,0,First Post,17,Poor not in post,No student,Grateful not in post,0
1,0,0,0,45,0,0,0,First Post,84,Poor not in post,No student,Grateful not in post,11
0,399,512.791018519,0,4,31,46,0,First Post,41,Poor not in post,No student,Grateful not in post,-3
1,1,6.66306712963,0,10,1,1,0,First Post,33,Poor not in post,No student,Grateful not in post,6
0,474,517.635914352,52.719375,2,19,7,0,First Post,27,Poor not in post,No student,Grateful not in post,0
0,2022,498.084675926,0,1,43,62,0,First Post,16,Poor not in post,No student,Grateful not in post,0
1,2350,432.179953704,0,4,39,24,0,First Post,55,Poor not in post,No student,Grateful not in post,-1
0,673,976.870219907,0,4,49,11,0,First Post,73,Poor not in post,Student,Grateful not in post,-4
1,37,602.779988426,0,3,4,0,0,First Post,51,Poor not in post,No student,Grateful not in post,0
0,7338,140.764583333,0,3,67,48,0,First Post,129,Poor not in post,No student,Grateful not in post,13
1,0,0,0,2,0,0,0,First Post,79,Poor not in post,No student,Grateful not in post,-3
0,898,457.436226852,0,2,34,23,0,First Post,80,Poor not in post,No student,Grateful not in post,3
1,4199,330.077986111,43.14375,4,77,104,0,First Post,31,Poor not in post,No student,Grateful not in post,8
0,0,0,0,2,0,0,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,0,0,0,6,0,0,0,First Post,25,Poor not in post,No student,Grateful not in post,0
1,705,285.569594907,0,2,27,25,0,First Post,45,Poor not in post,No student,Grateful not in post,-6
1,1397,711.878703704,0,4,63,36,0,First Post,48,Poor not in post,No student,Grateful not in post,-1
0,84,137.999756944,0,8,8,3,0,First Post,49,Poor not in post,No student,Grateful not in post,4
1,0,0,0,3,0,0,0,First Post,80,Poor not in post,No student,Grateful not in post,-4
0,104,265.931828704,0,4,22,46,0,First Post,48,Poor not in post,No student,Grateful not in post,-1
0,-2,0,0,1,1,0,0,First Post,37,Poor in post,Student,Grateful not in post,-1
1,5561,673.618993056,0,18,51,273,0,First Post,63,Poor not in post,No student,Grateful not in post,2
0,1,39.0317476852,39.0317476852,4,1,0,0,First Post,62,Poor not in post,No student,Grateful not in post,0
0,182,213.859814815,0,4,2,0,0,First Post,89,Poor not in post,No student,Grateful not in post,1
0,521,126.453773148,92.6449421296,2,28,8,0,First Post,19,Poor not in post,No student,Grateful not in post,-2
0,605,476.283645833,0,2,14,24,0,First Post,100,Poor not in post,No student,Grateful not in post,3
0,0,0,0,2,0,0,0,First Post,104,Poor in post,No student,Grateful not in post,-7
1,1419,265.922395833,0,6,32,34,0,First Post,110,Poor not in post,No student,Grateful not in post,-5
0,0,0,0,3,0,0,0,First Post,53,Poor not in post,No student,Grateful not in post,2
0,0,0,0,3,0,0,0,First Post,22,Poor not in post,No student,Grateful not in post,2
0,2282,378.775381944,26.9777314815,2,27,9,0,First Post,48,Poor not in post,No student,Grateful not in post,-3
1,90,61.3469560185,0,18,9,16,0,First Post,379,Poor not in post,Student,Grateful not in post,20
0,783,771.625416667,0,11,17,19,0,First Post,70,Poor not in post,Student,Grateful not in post,2
0,170,244.66375,0,3,35,4,0,First Post,77,Poor not in post,No student,Grateful not in post,8
0,338,9.68497685185,2.61480324074,3,6,0,0,First Post,283,Poor not in post,No student,Grateful not in post,-20
1,24,154.297511574,0,1,9,7,0,First Post,109,Poor not in post,No student,Grateful in post,9
1,0,0,0,8,0,0,0,First Post,73,Poor not in post,No student,Grateful in post,3
1,4181,437.807048611,0,6,74,80,0,First Post,105,Poor not in post,Student,Grateful not in post,3
0,1,0,0,1,1,0,0,First Post,49,Poor not in post,Student,Grateful not in post,4
0,1824,608.206261574,518.054201389,21,52,36,0,First Post,91,Poor not in post,No student,Grateful not in post,-6
0,1,0,0,1,1,0,0,First Post,37,Poor not in post,No student,Grateful not in post,-5
1,101,203.917407407,0,4,11,1,0,First Post,163,Poor not in post,No student,Grateful not in post,-2
0,666,104.597384259,0,4,19,21,0,First Post,38,Poor not in post,No student,Grateful not in post,1
0,6462,476.669930556,0,2,63,76,0,First Post,42,Poor not in post,No student,Grateful not in post,3
0,164,151.308773148,0,2,17,4,0,First Post,30,Poor not in post,No student,Grateful not in post,1
1,29,31.2732060185,0,13,7,1,0,First Post,20,Poor not in post,No student,Grateful not in post,3
0,0,0,0,222,0,0,0,First Post,36,Poor not in post,No student,Grateful not in post,-3
1,861,1239.91380787,0,8,32,62,0,First Post,95,Poor not in post,Student,Grateful not in post,-1
0,0,0,0,1,0,0,0,First Post,49,Poor not in post,No student,Grateful not in post,3
0,832,236.887581019,0,5,24,30,0,First Post,33,Poor not in post,No student,Grateful not in post,0
0,2063,585.769375,0.076099537037,1,37,31,0,First Post,70,Poor not in post,No student,Grateful not in post,9
0,6286,491.897303241,2.01378472222,12,33,116,1,Posted Before,6,Poor not in post,No student,Grateful not in post,0
0,0,0,0,4,0,0,0,First Post,94,Poor not in post,No student,Grateful not in post,-3
0,71,65.2954050926,0,1,7,3,0,First Post,40,Poor in post,No student,Grateful not in post,-3
0,0,0,0,2,0,0,0,First Post,145,Poor not in post,No student,Grateful not in post,-3
0,8,222.059270833,0,2,4,1,0,First Post,41,Poor not in post,No student,Grateful not in post,0
0,488,293.42056713,0,3,29,2,0,First Post,71,Poor not in post,No student,Grateful not in post,3
0,919,187.662291667,0,1,33,42,0,First Post,31,Poor not in post,No student,Grateful not in post,0
1,1356,394.812280093,20.3194675926,4,9,7,0,First Post,46,Poor not in post,No student,Grateful not in post,1
0,237,1169.79663194,739.771006944,5,21,16,0,First Post,87,Poor not in post,No student,Grateful not in post,7
0,1571,170.2809375,0,5,35,25,0,First Post,183,Poor not in post,No student,Grateful not in post,11
0,1211,1030.38603009,0,3,32,17,0,First Post,55,Poor not in post,Student,Grateful not in post,-1
0,0,0,0,4,0,0,0,First Post,303,Poor not in post,No student,Grateful not in post,4
1,195,61.1866203704,0.131712962963,2,5,2,0,First Post,45,Poor not in post,No student,Grateful not in post,2
1,64,110.384363426,0,10,10,5,0,First Post,151,Poor not in post,No student,Grateful not in post,7
1,10,0.11318287037,0,5,2,2,0,First Post,144,Poor not in post,No student,Grateful not in post,-9
0,0,0,0,1,1,0,0,First Post,61,Poor not in post,Student,Grateful not in post,0
0,2601,724.19712963,0,4,53,73,0,First Post,29,Poor not in post,No student,Grateful not in post,-4
0,122,62.9159606481,0,6,6,2,0,First Post,55,Poor not in post,No student,Grateful not in post,4
0,0,0,0,3,0,0,0,First Post,134,Poor not in post,No student,Grateful not in post,1
1,346,229.582546296,0,1,17,30,0,First Post,46,Poor not in post,Student,Grateful not in post,0
0,18,1.07815972222,1.07815972222,7,1,1,1,Posted Before,65,Poor not in post,No student,Grateful not in post,2
0,57,101.695277778,0,4,6,9,0,First Post,68,Poor not in post,Student,Grateful not in post,-1
0,0,0,0,2,0,0,0,First Post,20,Poor not in post,No student,Grateful not in post,0
0,5652,120.298831019,0.846238425926,3,25,51,0,First Post,38,Poor not in post,No student,Grateful not in post,0
0,1,0,0,1,1,0,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,0,0,0,3,0,0,0,First Post,56,Poor not in post,No student,Grateful not in post,-12
0,765,322.671863426,0,4,10,2,0,First Post,99,Poor not in post,No student,Grateful not in post,6
0,308,256.247962963,0,4,29,10,0,First Post,81,Poor in post,No student,Grateful not in post,0
1,63,6.66038194444,0,9,2,1,0,First Post,149,Poor not in post,No student,Grateful not in post,0
0,0,52.3036689815,0,4,3,1,0,First Post,78,Poor not in post,No student,Grateful not in post,3
1,587,442.059733796,0,16,12,17,0,First Post,90,Poor not in post,No student,Grateful not in post,3
0,1686,352.351087963,0,12,41,122,0,First Post,106,Poor in post,No student,Grateful not in post,-9
1,308,122.89255787,0,7,14,13,0,First Post,437,Poor not in post,No student,Grateful not in post,-52
1,281,374.279976852,0,6,11,34,0,First Post,85,Poor not in post,No student,Grateful not in post,1
0,0,0,0,4,1,0,0,First Post,44,Poor not in post,No student,Grateful not in post,8
1,12,647.784699074,0,49,5,1,0,First Post,73,Poor not in post,No student,Grateful not in post,-6
0,772,329.589236111,0,5,19,122,0,First Post,29,Poor not in post,No student,Grateful not in post,5
0,0,0,0,1,1,0,0,First Post,50,Poor not in post,No student,Grateful not in post,2
1,1,0.0242592592593,0.0242592592593,1,1,0,0,First Post,37,Poor not in post,No student,Grateful not in post,2
0,54,163.610960648,2.99936342593,5,3,2,0,First Post,160,Poor not in post,No student,Grateful not in post,10
0,63,280.213472222,0,2,8,3,0,First Post,96,Poor in post,No student,Grateful not in post,-11
0,712,114.193009259,0,6,19,4,0,First Post,213,Poor not in post,No student,Grateful not in post,-1
0,64,511.799814815,0,54,8,14,0,First Post,94,Poor not in post,No student,Grateful not in post,7
1,94,211.967662037,0,7,8,0,0,First Post,65,Poor not in post,No student,Grateful not in post,2
1,6646,666.740023148,444.423622685,7,66,159,0,First Post,72,Poor not in post,No student,Grateful not in post,-1
0,0,0,0,9,0,0,0,First Post,91,Poor not in post,No student,Grateful not in post,-7
0,168,103.808888889,79.9413310185,5,12,9,0,First Post,68,Poor not in post,Student,Grateful not in post,2
0,5,0.00505787037037,0.00505787037037,10,1,0,0,First Post,98,Poor not in post,No student,Grateful not in post,3
0,2378,424.5021875,0,1,22,126,0,First Post,25,Poor not in post,No student,Grateful not in post,3
0,40,1065.21895833,0,3,2,69,0,First Post,70,Poor not in post,Student,Grateful not in post,4
0,211,347.72056713,0,3,13,4,0,First Post,67,Poor not in post,No student,Grateful not in post,-1
1,1648,425.022951389,2.68206018519,10,52,45,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,0,0,0,6,0,0,0,First Post,70,Poor not in post,No student,Grateful not in post,-1
1,13,405.414664352,0,7,1,0,0,First Post,108,Poor not in post,No student,Grateful not in post,1
0,270,362.754780093,362.754780093,1,7,4,2,Posted Before,78,Poor not in post,No student,Grateful not in post,2
1,251,271.022152778,0,2,8,3,0,First Post,55,Poor not in post,No student,Grateful not in post,7
0,1,236.890729167,0,8,1,0,0,First Post,64,Poor not in post,No student,Grateful not in post,-2
1,177,562.911030093,0,15,21,3,0,First Post,29,Poor not in post,No student,Grateful not in post,0
1,14,39.6689930556,39.4743518519,10,8,5,0,First Post,5,Poor not in post,No student,Grateful not in post,0
0,0,0,0,2,0,0,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
1,5,0.0146990740741,0.0146990740741,3,1,0,0,First Post,35,Poor not in post,No student,Grateful not in post,0
0,2408,151.24875,0,3,46,95,0,First Post,45,Poor not in post,No student,Grateful not in post,-3
0,0,0,0,13,0,0,0,First Post,81,Poor not in post,No student,Grateful not in post,6
0,1,0,0,2,1,0,0,First Post,42,Poor not in post,No student,Grateful not in post,0
1,1261,447.310081019,0,15,25,28,0,First Post,34,Poor not in post,No student,Grateful not in post,0
0,466,145.593993056,0,5,22,12,0,First Post,38,Poor not in post,Student,Grateful not in post,1
1,85,70.7646412037,0,4,8,3,0,First Post,58,Poor in post,No student,Grateful not in post,0
0,20551,616.396736111,0,4,90,138,0,First Post,5,Poor not in post,No student,Grateful not in post,3
1,11,58.3819791667,0,11,5,1,0,First Post,103,Poor not in post,No student,Grateful not in post,-2
1,1953,380.880532407,0,9,44,34,0,First Post,442,Poor not in post,No student,Grateful not in post,-18
0,0,0,0,4,0,0,0,First Post,7,Poor not in post,No student,Grateful not in post,0
0,928,486.432430556,0,7,49,21,0,First Post,23,Poor not in post,No student,Grateful not in post,-3
0,5254,692.207569444,0,4,32,97,0,First Post,15,Poor not in post,No student,Grateful not in post,-2
1,537,382.071203704,0,4,28,12,0,First Post,156,Poor not in post,No student,Grateful not in post,-5
0,75,245.591574074,0,0,14,13,0,First Post,48,Poor not in post,No student,Grateful in post,3
1,4,25.3292476852,0,6,2,0,0,First Post,7,Poor not in post,No student,Grateful not in post,-4
1,4228,1349.71929398,68.6782060185,21,65,46,0,First Post,54,Poor not in post,No student,Grateful not in post,0
1,2039,606.682268519,0,5,30,23,0,First Post,20,Poor not in post,No student,Grateful not in post,0
0,2981,689.197800926,0,2,27,42,0,First Post,44,Poor not in post,No student,Grateful not in post,2
1,1290,138.781736111,0,38,30,10,0,First Post,28,Poor not in post,No student,Grateful not in post,5
1,502,336.323159722,0,10,6,2,0,First Post,107,Poor not in post,No student,Grateful not in post,4
0,3612,867.657835648,0,6,27,21,0,First Post,37,Poor not in post,No student,Grateful not in post,4
0,0,0,0,4,0,0,0,First Post,135,Poor not in post,Student,Grateful not in post,-2
0,3189,118.104606481,0,12,17,2,0,First Post,48,Poor not in post,No student,Grateful not in post,0
1,73,75.1543981481,0.0185185185185,8,9,0,0,First Post,83,Poor not in post,No student,Grateful not in post,11
0,272,297.242627315,0,3,11,22,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,209,385.721851852,0,6,18,13,0,First Post,114,Poor not in post,No student,Grateful not in post,-1
0,93,855.870902778,0,13,6,2,0,First Post,54,Poor not in post,No student,Grateful in post,0
1,50,211.917685185,0,22,8,2,0,First Post,85,Poor not in post,No student,Grateful not in post,-1
0,2,86.1930902778,0,7,3,3,0,First Post,38,Poor not in post,No student,Grateful not in post,0
0,17,27.8656828704,0,6,2,0,0,First Post,58,Poor not in post,No student,Grateful not in post,-5
0,0,0,0,2,0,0,0,First Post,45,Poor not in post,No student,Grateful not in post,-1
0,303,389.931319444,0,3,28,15,0,First Post,43,Poor not in post,No student,Grateful not in post,1
0,702,263.722638889,0,4,29,9,0,First Post,24,Poor not in post,No student,Grateful not in post,-1
0,2,10.2389814815,0,2,3,2,0,First Post,45,Poor not in post,No student,Grateful not in post,5
1,291,497.508171296,0,6,19,4,0,First Post,67,Poor not in post,No student,Grateful not in post,-4
0,1317,566.857199074,0,1,18,4,0,First Post,21,Poor not in post,No student,Grateful not in post,3
1,847,699.130729167,0,1,20,17,0,First Post,16,Poor not in post,No student,Grateful not in post,-5
0,219,556.836203704,73.9774884259,2,11,1,1,Posted Before,107,Poor not in post,No student,Grateful not in post,8
0,255,607.339259259,0,10,12,3,0,First Post,80,Poor not in post,No student,Grateful not in post,-5
0,4834,341.901990741,0,1,57,34,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,1,0.0857060185185,0.0857060185185,3,1,1,1,Posted Before,47,Poor not in post,No student,Grateful not in post,0
0,958,78.6745486111,0,6,15,14,0,First Post,100,Poor not in post,No student,Grateful not in post,9
0,1095,197.663680556,52.7288194444,1,24,4,0,First Post,88,Poor not in post,No student,Grateful not in post,3
0,622,784.982592593,0,10,25,25,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,0,0,0,7,0,0,0,First Post,140,Poor not in post,No student,Grateful not in post,3
0,297,61.0063888889,0,2,4,0,0,First Post,120,Poor not in post,No student,Grateful not in post,0
0,785,223.946261574,186.124178241,6,31,23,0,First Post,355,Poor in post,No student,Grateful not in post,17
0,749,837.002349537,0,12,35,25,0,First Post,90,Poor not in post,No student,Grateful not in post,6
0,358,36.007337963,0,4,6,2,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,0,0,0,1,0,0,0,First Post,88,Poor not in post,No student,Grateful not in post,-9
1,1689,563.931898148,0,4,37,45,0,First Post,110,Poor not in post,Student,Grateful not in post,-8
0,2225,530.800034722,0,5,26,45,0,First Post,88,Poor not in post,No student,Grateful not in post,2
0,1,1.05450231481,0,7,1,0,0,First Post,71,Poor not in post,No student,Grateful not in post,-3
0,0,0,0,2,0,0,0,First Post,244,Poor not in post,No student,Grateful not in post,-10
1,8170,1295.67096065,55.859849537,4,69,192,0,First Post,65,Poor not in post,Student,Grateful not in post,4
0,27,18.2449768519,0,2,5,3,0,First Post,47,Poor not in post,Student,Grateful not in post,5
0,0,0,0,3,0,0,0,First Post,1,Poor not in post,No student,Grateful not in post,NA
0,3884,437.630277778,0,2,34,50,0,First Post,51,Poor not in post,No student,Grateful not in post,-2
0,183,369.507314815,0,2,13,6,0,First Post,33,Poor not in post,No student,Grateful not in post,0
0,278,529.731909722,0,1,6,8,0,First Post,160,Poor not in post,No student,Grateful not in post,6
0,2074,271.024895833,0,4,69,85,0,First Post,42,Poor not in post,No student,Grateful not in post,-3
0,3036,44.8384143519,0,3,6,0,0,First Post,19,Poor not in post,No student,Grateful not in post,3
0,0,0,0,0,0,0,0,First Post,173,Poor not in post,No student,Grateful not in post,-9
0,387,13.4837731481,0,4,8,6,0,First Post,15,Poor not in post,No student,Grateful not in post,3
0,26,32.5950925926,0,4,3,3,0,First Post,43,Poor not in post,No student,Grateful not in post,1
0,515,188.489826389,54.5230902778,3,27,6,0,First Post,152,Poor not in post,No student,Grateful not in post,6
1,31,3.3678125,1.21965277778,2,3,2,0,First Post,49,Poor not in post,No student,Grateful not in post,3
0,833,82.7495949074,0.184664351852,3,9,7,0,First Post,34,Poor not in post,Student,Grateful not in post,-2
0,11,32.5938078704,0,3,4,2,0,First Post,39,Poor not in post,No student,Grateful not in post,0
0,303,630.074560185,0,2,30,3,0,First Post,66,Poor not in post,No student,Grateful not in post,1
0,1753,401.66087963,62.0836689815,4,53,8,1,Posted Before,117,Poor not in post,No student,Grateful not in post,14
1,193,215.154247685,0,5,18,20,0,First Post,69,Poor not in post,No student,Grateful not in post,-2
0,330,237.123356481,0,3,22,9,0,First Post,3,Poor not in post,No student,Grateful not in post,0
1,2688,549.658148148,0,12,35,85,0,First Post,254,Poor not in post,No student,Grateful not in post,-4
0,0,0,0,7,0,0,0,First Post,35,Poor not in post,No student,Grateful not in post,0
0,57,233.039710648,0,7,1,2,0,First Post,55,Poor not in post,No student,Grateful not in post,2
1,5408,626.116481481,0,9,59,69,0,First Post,43,Poor not in post,No student,Grateful not in post,0
0,-17,117.104618056,0,4,10,2,0,First Post,48,Poor not in post,No student,Grateful not in post,-3
0,7354,341.878275463,0,3,39,146,0,First Post,280,Poor not in post,Student,Grateful not in post,-20
1,278,141.169907407,6.84414351852,3,6,10,0,First Post,133,Poor not in post,No student,Grateful not in post,3
0,128,210.101979167,3.025625,2,16,11,0,First Post,39,Poor not in post,No student,Grateful not in post,-2
0,9,0,0,15,1,0,0,First Post,69,Poor not in post,No student,Grateful not in post,2
0,35,159.890671296,0,5,8,10,0,First Post,38,Poor not in post,No student,Grateful not in post,3
0,52,197.291597222,0,15,10,4,0,First Post,7,Poor not in post,No student,Grateful not in post,0
1,177,130.70587963,46.9447337963,4,12,0,0,First Post,57,Poor not in post,No student,Grateful not in post,-1
0,0,0,0,1,0,0,0,First Post,72,Poor not in post,No student,Grateful not in post,2
1,189,133.703321759,0,4,22,10,0,First Post,53,Poor not in post,No student,Grateful not in post,-2
1,310,153.95443287,0,2,6,8,0,First Post,96,Poor not in post,No student,Grateful not in post,0
1,2363,452.589583333,0,1,30,57,0,First Post,43,Poor not in post,No student,Grateful not in post,-4
0,-6,42.915775463,0,4,1,1,0,First Post,41,Poor not in post,No student,Grateful not in post,-8
1,5,0,0,4,1,0,0,First Post,191,Poor not in post,No student,Grateful not in post,1
0,24,208.250763889,208.174189815,2,7,0,0,First Post,95,Poor not in post,No student,Grateful not in post,0
0,1297,374.880810185,2.01157407407,2,61,101,0,First Post,309,Poor not in post,No student,Grateful not in post,-30
0,4,354.875821759,0,5,4,3,0,First Post,56,Poor not in post,No student,Grateful not in post,-2
0,2070,400.148993056,0,5,25,1,0,First Post,57,Poor not in post,Student,Grateful not in post,3
0,1,0.902071759259,0,5,1,1,0,First Post,72,Poor not in post,No student,Grateful not in post,-3
0,755,1078.71476852,0,16,53,35,0,First Post,46,Poor not in post,No student,Grateful not in post,6
1,891,300.636631944,203.406527778,4,41,39,0,First Post,20,Poor not in post,No student,Grateful not in post,-1
0,2951,638.222280093,0,2,57,161,0,First Post,16,Poor not in post,No student,Grateful not in post,0
0,22184,564.318819444,0,5,97,379,0,First Post,77,Poor not in post,No student,Grateful not in post,0
0,0,0,0,3,0,0,0,First Post,165,Poor not in post,No student,Grateful not in post,4
0,233,200.970844907,0,8,19,12,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,6676,1530.98811343,0,3,51,44,0,First Post,31,Poor not in post,No student,Grateful not in post,8
0,0,0,0,11,0,0,0,First Post,187,Poor not in post,No student,Grateful not in post,10
0,773,137.368703704,0,6,18,8,0,First Post,18,Poor not in post,No student,Grateful not in post,3
1,20,5.09530092593,0,4,4,0,0,First Post,149,Poor not in post,No student,Grateful not in post,-4
1,96,18.3118865741,0,3,3,0,0,First Post,14,Poor not in post,No student,Grateful not in post,0
0,233,30.4746527778,0,1,10,7,0,First Post,54,Poor not in post,No student,Grateful not in post,3
0,3186,977.821493056,0,7,57,16,0,First Post,130,Poor not in post,No student,Grateful in post,0
0,82,448.251006944,0,3,14,0,0,First Post,15,Poor not in post,No student,Grateful not in post,0
0,238,294.567743056,0,5,23,13,0,First Post,19,Poor not in post,No student,Grateful not in post,1
1,1965,587.642303241,0,1,27,34,0,First Post,100,Poor not in post,No student,Grateful not in post,-1
0,1638,617.98712963,0,12,84,158,0,First Post,77,Poor not in post,No student,Grateful not in post,1
0,2,0,0,3,1,0,0,First Post,52,Poor not in post,No student,Grateful not in post,-4
0,4083,357.878796296,0,1,30,3,0,First Post,39,Poor not in post,No student,Grateful not in post,3
